Date,Day,Expiry.Day,Strike.Time,Target,CE.Strike,CE.Open,CE.Entry,Entry.Flag,Entry.Time,CE.High,CE.Low,CE.Exit,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.Entry,PE.Entry.Flag,PE.Entry.Time,PE.High,PE.Low,PE.Exit,PE.SL.Flag,PE.SL.Time,PE.PNL,Total PNL
2024-01-05,Friday,FALSE,09:36:00,84.0,21800CE,89.05,80.145,True,2024-01-05 10:44:00,89.6,47.3,70.7,False,,8.64,21700PE,98.75,88.875,True,2024-01-05 15:00:00,105.4,82.0,94.0,False,,-6.01,2.630000000000001
2024-01-12,Friday,FALSE,09:36:00,84.0,21800CE,99.7,89.73,False,,,,,,,0.0,21700PE,106.25,95.625,True,2024-01-12 10:00:00,96.15,48.7,49.4,False,,45.27,45.27
2024-01-19,Friday,FALSE,09:36:00,84.0,21800CE,95.95,86.355,True,2024-01-19 09:45:00,108.4,69.7,91.85,True,2024-01-19 10:33:00,-22.45,21500PE,91.65,82.48500000000001,True,2024-01-19 10:24:00,124.15,66.9,74.4,True,2024-01-19 11:06:00,-21.45,-43.9
2024-02-02,Friday,FALSE,09:36:00,88.0,22100CE,99.95,89.955,True,2024-02-02 12:31:00,102.7,60.95,61.9,False,,27.16,21800PE,92.1,82.89,True,2024-02-02 09:53:00,142.75,56.15,120.4,True,2024-02-02 12:35:00,-21.55,5.609999999999999
2024-02-09,Friday,FALSE,09:36:00,84.0,22000CE,88.7,79.83,True,2024-02-09 09:37:00,83.45,50.05,64.5,False,,14.53,21550PE,81.9,73.71000000000001,True,2024-02-09 14:13:00,79.25,61.2,65.4,False,,7.57,22.1
2024-02-16,Friday,FALSE,09:36:00,88.0,22150CE,103.6,93.24,False,,,,,,,0.0,21900PE,105.15,94.635,True,2024-02-16 10:10:00,103.1,78.0,96.6,False,,-2.91,-2.91
2024-02-23,Friday,FALSE,09:36:00,88.0,22400CE,101.0,90.9,True,2024-02-23 10:31:00,115.1,65.5,67.6,True,2024-02-23 11:06:00,-23.63,22100PE,98.55,88.695,True,2024-02-23 09:39:00,106.6,72.45,97.65,False,,-9.84,-33.47
2024-03-01,Friday,FALSE,09:36:00,88.0,22300CE,100.7,90.63000000000001,False,,,,,,,0.0,22000PE,99.05,89.145,True,2024-03-01 09:50:00,92.65,49.55,52.65,False,,35.6,35.6
2024-03-15,Friday,FALSE,09:36:00,88.0,22200CE,102.45,92.205,True,2024-03-15 09:43:00,100.8,59.05,84.35,False,,6.93,21950PE,108.2,97.38000000000001,True,2024-03-15 13:52:00,124.2,80.05,86.5,True,2024-03-15 14:33:00,-25.32,-18.39
2024-04-19,Friday,FALSE,09:36:00,84.0,22050CE,96.55,86.895,True,2024-04-19 09:44:00,233.25,82.45,194.6,True,2024-04-19 11:27:00,-22.59,21650PE,101.2,91.08,True,2024-04-19 10:01:00,103.1,36.45,43.5,False,,46.67,24.080000000000002
