Date,Day,Expiry.Day,Strike.Time,Target,CE.Strike,CE.Open,CE.Entry,Entry.Flag,Entry.Time,CE.High,CE.Low,CE.Exit,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.Entry,PE.Entry.Flag,PE.Entry.Time,PE.High,PE.Low,PE.Exit,PE.SL.Flag,PE.SL.Time,PE.PNL,Total PNL
2024-01-01,Monday,FALSE,09:22:00,84.0,21800CE,87.2,78.48,True,2024-01-01 09:31:00,194.0,65.7,67.8,True,2024-01-01 09:53:00,-20.4,21650PE,87.55,78.795,True,2024-01-01 09:35:00,91.85,28.2,65.9,False,,12.11,-8.29
2024-01-08,Monday,FALSE,09:22:00,84.0,21750CE,92.4,83.16000000000001,True,2024-01-08 09:32:00,93.75,26.4,26.7,False,,55.63,21700PE,86.9,78.21000000000001,False,,,,,,,0.0,55.63
2024-01-15,Monday,FALSE,09:22:00,88.0,22150CE,88.9,80.01,True,2024-01-15 09:41:00,101.75,54.3,93.5,True,2024-01-15 15:00:00,-20.8,22000PE,94.0,84.60000000000001,True,2024-01-15 12:17:00,98.6,62.35,63.65,False,,20.1,-0.6999999999999993
2024-01-20,Saturday,FALSE,09:22:00,84.0,21800CE,99.3,89.37,True,2024-01-20 09:59:00,95.0,49.1,61.4,False,,27.08,21650PE,96.0,86.4,False,,,,,,,0.0,27.08
2024-01-29,Monday,FALSE,09:22:00,84.0,21800CE,90.8,81.72,False,,,,,,,0.0,21350PE,90.7,81.63000000000001,True,2024-01-29 09:57:00,83.6,39.15,40.9,False,,39.91,39.91
2024-02-05,Monday,FALSE,09:22:00,84.0,22000CE,89.6,80.64,True,2024-02-05 14:32:00,77.0,44.15,50.25,False,,29.58,21700PE,96.7,87.03,True,2024-02-05 09:24:00,154.8,52.65,123.25,True,2024-02-05 14:42:00,-22.63,6.949999999999999
2024-02-12,Monday,FALSE,09:22:00,84.0,21900CE,102.25,92.025,True,2024-02-12 09:40:00,92.2,38.1,44.5,False,,46.6,21700PE,98.2,88.38000000000001,False,,,,,,,0.0,46.6
2024-02-19,Monday,FALSE,09:22:00,88.0,22150CE,107.8,97.02,True,2024-02-19 09:31:00,175.0,78.5,114.05,True,2024-02-19 10:58:00,-25.23,22000PE,113.55,102.195,True,2024-02-19 10:23:00,109.25,62.25,87.0,False,,14.17,-11.06
2024-02-26,Monday,FALSE,09:22:00,88.0,22300CE,96.15,86.53500000000001,True,2024-02-26 09:51:00,88.25,58.6,64.95,False,,20.72,22100PE,99.65,89.685,True,2024-02-26 09:45:00,151.9,88.45,113.75,True,2024-02-26 09:52:00,-23.32,-2.6000000000000014
2024-03-04,Monday,FALSE,09:22:00,88.0,22500CE,95.55,85.995,True,2024-03-04 09:39:00,103.65,65.0,73.9,False,,11.24,22300PE,96.9,87.21000000000001,True,2024-03-04 10:22:00,103.3,74.35,84.3,False,,2.04,13.280000000000001
2024-03-11,Monday,FALSE,09:22:00,88.0,22550CE,101.05,90.945,True,2024-03-11 09:36:00,93.3,38.55,41.35,False,,48.69,22450PE,107.4,96.66000000000001,False,,,,,,,0.0,48.69
2024-03-18,Monday,FALSE,09:22:00,88.0,22100CE,105.5,94.95,True,2024-03-18 09:34:00,155.35,73.0,100.9,True,2024-03-18 12:17:00,-24.69,21950PE,108.6,97.74,True,2024-03-18 09:25:00,149.85,50.55,74.05,True,2024-03-18 09:34:00,-25.41,-50.1
2024-03-22,Friday,FALSE,09:22:00,88.0,22100CE,91.0,81.9,True,2024-03-22 09:26:00,225.75,76.95,149.9,True,2024-03-22 09:59:00,-21.29,21900PE,85.6,77.03999999999999,True,2024-03-22 09:59:00,77.35,28.55,40.1,False,,36.17,14.880000000000003
2024-04-01,Monday,FALSE,09:22:00,88.0,22550CE,105.95,95.355,True,2024-04-01 09:43:00,118.95,66.55,77.45,False,,16.95,22450PE,108.3,97.47,True,2024-04-01 09:26:00,117.3,81.1,91.0,False,,5.5,22.45
2024-04-05,Friday,FALSE,09:22:00,88.0,22550CE,95.2,85.68,False,,,,,,,0.0,22400PE,102.2,91.98,True,2024-04-05 09:25:00,108.7,57.65,61.45,False,,29.61,29.61
2024-04-12,Friday,FALSE,09:22:00,88.0,22750CE,109.05,98.145,True,2024-04-12 09:42:00,97.2,43.0,46.5,False,,50.66,22650PE,101.3,91.17,True,2024-04-12 11:46:00,176.55,86.3,159.75,True,2024-04-12 12:18:00,-23.7,26.959999999999997
2024-04-22,Monday,FALSE,09:22:00,88.0,22300CE,105.35,94.815,True,2024-04-22 09:29:00,155.9,83.0,154.65,True,2024-04-22 11:04:00,-24.65,22200PE,107.15,96.435,True,2024-04-22 11:03:00,115.7,54.55,55.1,False,,40.37,15.719999999999999
2024-04-26,Friday,FALSE,09:22:00,88.0,22650CE,110.05,99.045,True,2024-04-26 10:03:00,100.8,54.0,66.0,False,,32.05,22550PE,103.45,93.105,False,,,,,,,0.0,32.05
2024-05-06,Monday,FALSE,09:22:00,88.0,22650CE,94.15,84.73500000000001,True,2024-05-06 09:39:00,95.25,45.65,55.2,False,,28.69,22450PE,90.05,81.045,True,2024-05-06 09:25:00,146.0,63.9,112.3,True,2024-05-06 09:39:00,-21.07,7.620000000000001
2024-05-13,Monday,FALSE,09:22:00,88.0,22100CE,90.45,81.405,True,2024-05-13 09:31:00,151.0,42.7,135.05,True,2024-05-13 12:29:00,-21.17,21800PE,87.85,79.065,True,2024-05-13 09:26:00,136.0,24.5,24.65,True,2024-05-13 09:31:00,-20.56,-41.730000000000004
2024-05-17,Friday,FALSE,09:22:00,88.0,22500CE,104.9,94.41000000000001,True,2024-05-17 09:33:00,137.45,83.25,114.85,True,2024-05-17 10:28:00,-24.55,22250PE,99.85,89.865,True,2024-05-17 09:30:00,108.0,50.65,54.15,False,,34.82,10.27
2024-05-27,Monday,FALSE,09:22:00,92.0,23100CE,110.3,99.27,True,2024-05-27 10:03:00,181.95,58.2,85.95,True,2024-05-27 11:41:00,-25.81,22950PE,111.5,100.35000000000001,True,2024-05-27 09:41:00,149.85,56.6,108.4,True,2024-05-27 10:03:00,-26.09,-51.9
2024-06-03,Monday,FALSE,09:22:00,92.0,23950CE,96.6,86.94,True,2024-06-03 09:24:00,155.85,54.0,155.55,True,2024-06-03 14:44:00,-22.6,22400PE,94.75,85.275,True,2024-06-03 09:27:00,98.85,66.1,74.9,False,,9.52,-13.080000000000002
2024-06-10,Monday,FALSE,09:22:00,92.0,23550CE,107.75,96.97500000000001,True,2024-06-10 09:36:00,112.45,47.3,48.35,False,,47.66,23100PE,109.35,98.41499999999999,True,2024-06-10 09:24:00,150.8,73.4,127.85,True,2024-06-10 09:36:00,-25.59,22.069999999999997
2024-06-14,Friday,FALSE,09:22:00,92.0,23450CE,103.65,93.28500000000001,True,2024-06-14 09:25:00,143.7,83.15,116.3,True,2024-06-14 10:01:00,-24.25,23300PE,97.4,87.66000000000001,True,2024-06-14 09:57:00,87.55,53.45,57.0,False,,29.78,5.530000000000001
2024-06-24,Monday,FALSE,09:22:00,92.0,23450CE,95.65,86.08500000000001,True,2024-06-24 09:39:00,198.35,76.85,177.8,True,2024-06-24 09:56:00,-22.38,23300PE,92.35,83.115,True,2024-06-24 09:25:00,110.7,39.35,39.8,True,2024-06-24 09:40:00,-21.61,-43.989999999999995
2024-07-01,Monday,FALSE,09:22:00,96.0,24100CE,108.5,97.65,False,,,,,,,0.0,23950PE,99.55,89.595,True,2024-07-01 09:31:00,100.5,50.0,56.55,False,,32.15,32.15
2024-07-08,Monday,FALSE,09:22:00,96.0,24350CE,104.65,94.185,True,2024-07-08 09:39:00,109.05,65.85,98.7,False,,-5.46,24300PE,102.0,91.8,True,2024-07-08 10:28:00,144.6,76.65,87.0,True,2024-07-08 11:10:00,-23.87,-29.330000000000002
2024-07-12,Friday,FALSE,09:22:00,96.0,24450CE,97.1,87.39,False,,,,,,,0.0,24350PE,95.65,86.08500000000001,True,2024-07-12 09:26:00,105.4,48.15,56.55,False,,28.67,28.67
2024-07-22,Monday,FALSE,09:22:00,96.0,24750CE,108.75,97.875,False,,,,,,,0.0,24100PE,103.3,92.97,True,2024-07-22 09:32:00,96.15,60.7,80.0,False,,12.04,12.04
2024-07-29,Monday,FALSE,09:22:00,100.0,24950CE,126.25,113.625,True,2024-07-29 09:25:00,167.5,58.05,76.8,True,2024-07-29 11:31:00,-29.54,24950PE,116.25,104.625,True,2024-07-29 11:00:00,227.45,83.15,159.95,True,2024-07-29 12:11:00,-27.2,-56.739999999999995
2024-08-05,Monday,FALSE,09:22:00,96.0,24400CE,108.9,98.01,True,2024-08-05 09:30:00,144.25,52.15,62.35,True,2024-08-05 09:55:00,-25.48,24050PE,105.0,94.5,True,2024-08-05 09:32:00,373.9,68.35,195.15,True,2024-08-05 10:42:00,-24.57,-50.05
2024-08-09,Friday,FALSE,09:22:00,96.0,24500CE,109.4,98.46000000000001,True,2024-08-09 09:54:00,108.3,77.35,87.6,False,,9.88,24250PE,105.45,94.905,True,2024-08-09 09:27:00,148.6,84.3,97.0,True,2024-08-09 10:06:00,-24.68,-14.799999999999999
2024-08-19,Monday,FALSE,09:22:00,96.0,24650CE,101.4,91.26,True,2024-08-19 09:27:00,106.0,58.55,70.65,False,,19.7,24550PE,95.8,86.22,True,2024-08-19 14:55:00,106.4,87.55,100.6,False,,-15.24,4.459999999999999
2024-08-26,Monday,FALSE,09:22:00,96.0,24900CE,116.6,104.94,False,,,,,,,0.0,24900PE,110.8,99.72,True,2024-08-26 09:28:00,101.85,44.25,48.6,False,,50.12,50.12
2024-09-02,Monday,FALSE,09:22:00,100.0,25350CE,104.95,94.455,True,2024-09-02 09:34:00,103.9,57.95,65.15,False,,28.36,25300PE,100.25,90.22500000000001,True,2024-09-02 11:23:00,156.5,89.05,122.25,True,2024-09-02 11:55:00,-23.46,4.899999999999999
2024-09-09,Monday,FALSE,09:22:00,96.0,24900CE,103.2,92.88000000000001,True,2024-09-09 09:26:00,151.0,79.45,130.2,True,2024-09-09 09:48:00,-24.15,24750PE,111.0,99.9,True,2024-09-09 09:34:00,104.75,42.15,45.05,False,,53.85,29.700000000000003
2024-09-16,Monday,FALSE,09:22:00,100.0,25400CE,113.7,102.33,True,2024-09-16 11:08:00,133.85,90.85,113.9,True,2024-09-16 13:44:00,-26.61,25400PE,122.55,110.295,True,2024-09-16 09:33:00,154.2,87.45,102.75,True,2024-09-16 11:11:00,-28.68,-55.29
2024-09-23,Monday,FALSE,09:22:00,100.0,25950CE,109.4,98.46000000000001,True,2024-09-23 10:34:00,129.55,84.9,102.3,True,2024-09-23 14:23:00,-25.6,25800PE,107.75,96.97500000000001,True,2024-09-23 09:31:00,109.35,71.15,74.65,False,,21.36,-4.240000000000002
2024-09-27,Friday,FALSE,09:22:00,104.0,26300CE,120.35,108.315,True,2024-09-27 11:57:00,130.35,90.75,90.75,False,,16.48,26200PE,127.95,115.155,True,2024-09-27 09:41:00,133.6,91.35,111.3,False,,2.7,19.18
2024-10-07,Monday,FALSE,09:22:00,100.0,25250CE,111.4,100.26,True,2024-10-07 09:32:00,113.85,35.35,39.85,False,,59.41,24950PE,103.85,93.465,False,,,,,,,0.0,59.41
2024-10-14,Monday,FALSE,09:22:00,100.0,25100CE,103.95,93.555,False,,,,,,,0.0,25000PE,111.3,100.17,True,2024-10-14 09:35:00,112.9,51.6,60.15,False,,39.02,39.02
2024-10-21,Monday,FALSE,09:22:00,96.0,24950CE,106.3,95.67,True,2024-10-21 09:29:00,97.45,35.55,39.55,False,,55.16,24900PE,112.95,101.655,False,,,,,,,0.0,55.16
2024-10-28,Monday,FALSE,09:22:00,96.0,24350CE,103.5,93.15,True,2024-10-28 09:26:00,213.0,65.5,113.6,True,2024-10-28 10:16:00,-24.22,24200PE,101.2,91.08,True,2024-10-28 09:58:00,107.15,38.0,56.7,False,,33.47,9.25
2024-11-04,Monday,FALSE,09:22:00,96.0,24350CE,107.0,96.3,True,2024-11-04 09:29:00,102.05,39.1,60.55,False,,34.79,23850PE,106.4,95.76,False,,,,,,,0.0,34.79
2024-11-11,Monday,FALSE,09:22:00,96.0,24150CE,103.9,93.51,True,2024-11-11 14:17:00,159.6,88.7,117.9,True,2024-11-11 14:30:00,-24.31,24000PE,106.2,95.58,True,2024-11-11 09:29:00,97.7,25.0,59.2,False,,35.42,11.110000000000003
2024-11-25,Monday,FALSE,09:22:00,96.0,24400CE,113.85,102.465,True,2024-11-25 09:55:00,136.5,51.75,84.75,True,2024-11-25 11:02:00,-26.64,24150PE,119.5,107.55,True,2024-11-25 09:24:00,174.2,70.5,83.8,True,2024-11-25 12:55:00,-27.96,-54.6
2024-12-02,Monday,FALSE,09:22:00,96.0,24150CE,117.25,105.525,True,2024-12-02 09:25:00,285.0,101.75,248.95,True,2024-12-02 09:34:00,-27.44,24000PE,121.55,109.395,True,2024-12-02 09:31:00,115.75,53.25,62.1,False,,46.2,18.76
2024-12-09,Monday,FALSE,09:22:00,96.0,24850CE,97.7,87.93,True,2024-12-09 09:29:00,96.75,53.7,62.9,False,,24.15,24500PE,98.5,88.65,True,2024-12-09 11:28:00,110.8,80.1,100.45,False,,-12.69,11.459999999999999
2024-12-16,Monday,FALSE,09:22:00,96.0,24850CE,98.9,89.01,True,2024-12-16 09:30:00,127.15,78.75,84.55,True,2024-12-16 09:42:00,-23.14,24600PE,95.4,85.86000000000001,True,2024-12-16 09:52:00,176.9,84.55,120.75,True,2024-12-16 10:02:00,-22.32,-45.46
2024-12-20,Friday,FALSE,09:22:00,92.0,24200CE,100.35,90.315,True,2024-12-20 10:09:00,123.9,26.8,32.75,True,2024-12-20 10:19:00,-23.48,23650PE,95.25,85.72500000000001,True,2024-12-20 09:30:00,221.8,58.55,185.7,True,2024-12-20 09:49:00,-22.29,-45.769999999999996
2024-12-30,Monday,FALSE,09:22:00,92.0,23850CE,99.25,89.325,True,2024-12-30 09:25:00,195.55,58.3,71.55,True,2024-12-30 10:45:00,-23.22,23750PE,108.6,97.74,True,2024-12-30 10:12:00,207.85,62.55,148.8,True,2024-12-30 12:30:00,-25.41,-48.629999999999995
