Date,Day,Expiry.Day,Strike.Time,Target,CE.Strike,CE.Open,CE.Entry,Entry.Flag,Entry.Time,CE.High,CE.Low,CE.Exit,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.Entry,PE.Entry.Flag,PE.Entry.Time,PE.High,PE.Low,PE.Exit,PE.SL.Flag,PE.SL.Time,PE.PNL,Total PNL
2024-01-01,Monday,FALSE,09:34:00,84.0,21800CE,85.65,77.08500000000001,True,2024-01-01 09:40:00,194.0,65.7,67.8,True,2024-01-01 09:53:00,-20.04,21650PE,84.85,76.365,True,2024-01-01 09:46:00,83.45,28.2,65.9,False,,9.7,-10.34
2024-01-08,Monday,FALSE,09:34:00,84.0,21700CE,101.25,91.125,True,2024-01-08 09:40:00,121.4,35.8,36.2,True,2024-01-08 10:33:00,-23.69,21700PE,103.1,92.78999999999999,True,2024-01-08 10:30:00,228.0,79.95,218.4,True,2024-01-08 10:51:00,-24.13,-47.82
2024-01-15,Monday,FALSE,09:34:00,88.0,22100CE,104.95,94.455,True,2024-01-15 09:48:00,129.85,71.25,120.75,True,2024-01-15 14:09:00,-24.56,22050PE,114.55,103.095,True,2024-01-15 12:17:00,119.85,77.2,79.1,False,,22.96,-1.5999999999999979
2024-01-20,Saturday,FALSE,09:34:00,84.0,21800CE,94.0,84.60000000000001,True,2024-01-20 09:59:00,95.0,49.1,61.4,False,,22.35,21600PE,92.5,83.25,True,2024-01-20 09:37:00,151.25,85.35,121.2,True,2024-01-20 09:59:00,-21.64,0.7100000000000009
2024-01-29,Monday,FALSE,09:34:00,84.0,21850CE,94.15,84.73500000000001,False,,,,,,,0.0,21400PE,100.55,90.495,True,2024-01-29 09:58:00,95.1,46.7,48.6,False,,40.99,40.99
2024-02-05,Monday,FALSE,09:34:00,84.0,22000CE,96.25,86.625,True,2024-02-05 10:20:00,124.95,44.15,50.25,True,2024-02-05 10:44:00,-22.52,21700PE,90.0,81.0,True,2024-02-05 09:37:00,154.8,52.65,123.25,True,2024-02-05 14:38:00,-21.06,-43.58
2024-02-12,Monday,FALSE,09:34:00,84.0,21900CE,101.45,91.305,True,2024-02-12 09:40:00,92.2,38.1,44.5,False,,45.89,21700PE,98.9,89.01,False,,,,,,,0.0,45.89
2024-02-19,Monday,FALSE,09:34:00,88.0,22150CE,107.3,96.57,True,2024-02-19 09:44:00,175.0,78.5,114.05,True,2024-02-19 10:58:00,-25.11,22000PE,116.5,104.85000000000001,True,2024-02-19 10:23:00,109.25,62.25,87.0,False,,16.8,-8.309999999999999
2024-02-26,Monday,FALSE,09:34:00,88.0,22300CE,92.15,82.935,True,2024-02-26 09:52:00,87.5,58.6,64.95,False,,17.16,22050PE,85.75,77.175,True,2024-02-26 09:44:00,128.55,71.85,93.2,True,2024-02-26 09:52:00,-20.07,-2.91
2024-03-04,Monday,FALSE,09:34:00,88.0,22500CE,92.25,83.025,True,2024-03-04 09:48:00,103.65,65.0,73.9,False,,8.29,22300PE,100.35,90.315,True,2024-03-04 10:04:00,103.3,74.35,84.3,False,,5.11,13.399999999999999
2024-03-11,Monday,FALSE,09:34:00,88.0,22550CE,93.4,84.06,True,2024-03-11 10:00:00,86.6,38.55,41.35,False,,41.87,22400PE,89.9,80.91000000000001,False,,,,,,,0.0,41.87
2024-03-18,Monday,FALSE,09:34:00,88.0,22100CE,91.05,81.945,True,2024-03-18 09:48:00,155.35,73.0,100.9,True,2024-03-18 09:55:00,-21.31,21850PE,90.25,81.22500000000001,True,2024-03-18 09:55:00,99.95,31.25,46.0,False,,34.41,13.099999999999998
2024-03-22,Friday,FALSE,09:34:00,84.0,22050CE,102.95,92.655,False,,,,,,,0.0,21900PE,104.05,93.645,True,2024-03-22 09:36:00,102.85,28.55,40.1,False,,52.61,52.61
2024-04-01,Monday,FALSE,09:34:00,88.0,22600CE,91.3,82.17,True,2024-04-01 09:42:00,94.9,49.6,57.7,False,,23.65,22450PE,95.85,86.265,True,2024-04-01 09:55:00,117.3,81.1,91.0,True,2024-04-01 13:05:00,-22.43,1.2199999999999989
2024-04-05,Friday,FALSE,09:34:00,88.0,22550CE,98.85,88.965,True,2024-04-05 10:09:00,119.95,88.6,112.45,True,2024-04-05 10:25:00,-23.13,22400PE,100.6,90.53999999999999,True,2024-04-05 09:52:00,104.3,57.65,61.45,False,,28.18,5.050000000000001
2024-04-12,Friday,FALSE,09:34:00,88.0,22750CE,110.25,99.22500000000001,True,2024-04-12 09:41:00,100.0,43.0,46.5,False,,51.73,22700PE,115.1,103.59,False,,,,,,,0.0,51.73
2024-04-22,Monday,FALSE,09:34:00,88.0,22300CE,97.4,87.66000000000001,True,2024-04-22 09:45:00,155.9,83.0,154.65,True,2024-04-22 11:03:00,-22.79,22150PE,96.1,86.49,True,2024-04-22 10:52:00,96.8,44.2,44.55,False,,41.08,18.29
2024-04-26,Friday,FALSE,09:34:00,88.0,22650CE,106.55,95.895,True,2024-04-26 10:06:00,100.6,54.0,66.0,False,,28.94,22550PE,112.55,101.295,True,2024-04-26 09:40:00,177.7,103.0,148.45,True,2024-04-26 10:03:00,-26.34,2.6000000000000014
2024-05-06,Monday,FALSE,09:34:00,88.0,22700CE,89.9,80.91000000000001,True,2024-05-06 09:37:00,80.5,34.9,42.55,False,,37.55,22500PE,87.0,78.3,False,,,,,,,0.0,37.55
2024-05-13,Monday,FALSE,09:34:00,84.0,22050CE,90.1,81.09,True,2024-05-13 09:41:00,180.85,54.6,164.05,True,2024-05-13 11:34:00,-21.08,21750PE,91.25,82.125,True,2024-05-13 11:03:00,82.1,19.45,19.55,False,,61.75,40.67
2024-05-17,Friday,FALSE,09:34:00,88.0,22500CE,98.05,88.245,True,2024-05-17 09:43:00,137.45,83.25,114.85,True,2024-05-17 09:58:00,-22.94,22250PE,97.55,87.795,True,2024-05-17 09:57:00,95.9,50.65,54.15,False,,32.77,9.830000000000002
