Date,Day,Expiry.Day,Strike.Time,Target,CE.Strike,CE.Open,CE.Entry,Entry.Flag,Entry.Time,CE.High,CE.Low,CE.Exit,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.Entry,PE.Entry.Flag,PE.Entry.Time,PE.High,PE.Low,PE.Exit,PE.SL.Flag,PE.SL.Time,PE.PNL,Total PNL
2024-01-03,Wednesday,FALSE,09:30:00,280.0,71800CE,322.75,290.475,True,2024-01-03 09:37:00,290.65,103.25,113.9,False,,172.94,71600PE,305.45,274.905,True,2024-01-03 11:47:00,446.85,249.9,398.45,True,2024-01-03 12:22:00,-72.16,100.78
2024-01-10,Wednesday,FALSE,09:30:00,280.0,71300CE,326.6,293.94000000000005,True,2024-01-10 12:45:00,671.0,278.5,599.25,True,2024-01-10 13:57:00,-77.16,71200PE,340.2,306.18,True,2024-01-10 09:33:00,375.0,77.35,82.65,False,,219.7,142.54
2024-01-17,Wednesday,FALSE,09:30:00,280.0,72500CE,299.45,269.505,True,2024-01-17 10:23:00,285.0,88.85,103.15,False,,162.99,72000PE,311.1,279.99,True,2024-01-17 09:32:00,774.85,210.05,724.65,True,2024-01-17 11:06:00,-73.5,89.49000000000001
2024-01-23,Tuesday,FALSE,09:30:00,280.0,72200CE,281.95,253.755,True,2024-01-23 09:56:00,246.7,35.7,42.4,False,,208.18,71900PE,303.7,273.33,False,,,,,,,0.0,208.18
2024-01-31,Wednesday,FALSE,09:30:00,280.0,72200CE,281.0,252.9,True,2024-01-31 09:32:00,477.9,257.6,444.2,True,2024-01-31 09:36:00,-66.39,70200PE,280.6,252.54000000000002,True,2024-01-31 09:35:00,255.45,107.05,135.3,False,,114.08,47.69
2024-02-07,Wednesday,FALSE,09:30:00,280.0,72900CE,289.45,260.505,True,2024-02-07 09:44:00,292.0,142.2,167.8,False,,89.45,71800PE,287.5,258.75,True,2024-02-07 09:37:00,421.9,214.15,247.4,True,2024-02-07 11:09:00,-67.92,21.53
2024-02-14,Wednesday,FALSE,09:30:00,280.0,71300CE,290.35,261.31500000000005,False,,,,,,,0.0,70400PE,279.65,251.68499999999997,True,2024-02-14 09:36:00,258.15,47.4,47.45,False,,201.09,201.09
2024-02-21,Wednesday,FALSE,09:30:00,280.0,73300CE,323.2,290.88,True,2024-02-21 10:13:00,325.1,99.6,103.7,False,,183.54,72700PE,316.0,284.40000000000003,True,2024-02-21 09:36:00,553.75,195.2,501.5,True,2024-02-21 14:02:00,-74.66,108.88
2024-02-28,Wednesday,FALSE,09:30:00,280.0,73400CE,315.9,284.31,True,2024-02-28 10:00:00,344.65,88.0,93.15,False,,187.61,72800PE,319.3,287.37,True,2024-02-28 10:05:00,769.4,256.95,731.45,True,2024-02-28 10:51:00,-75.43,112.18
2024-03-05,Tuesday,FALSE,09:30:00,280.0,73900CE,320.1,288.09000000000003,True,2024-03-05 09:56:00,382.2,161.2,216.9,True,2024-03-05 13:00:00,-75.62,73500PE,310.65,279.585,True,2024-03-05 12:50:00,291.55,194.4,258.0,False,,18.09,-57.53
2024-03-13,Wednesday,FALSE,09:30:00,280.0,74100CE,284.0,255.6,True,2024-03-13 09:51:00,300.0,39.1,41.65,False,,210.76,73600PE,297.65,267.885,False,,,,,,,0.0,210.76
2024-03-20,Wednesday,FALSE,09:30:00,280.0,72500CE,296.85,267.165,True,2024-03-20 09:54:00,347.4,133.0,234.0,True,2024-03-20 13:22:00,-70.13,72000PE,280.15,252.135,True,2024-03-20 09:36:00,520.0,177.0,268.0,True,2024-03-20 09:59:00,-66.19,-136.32
2024-03-26,Tuesday,FALSE,09:30:00,280.0,72900CE,327.7,294.93,True,2024-03-26 09:38:00,344.9,227.45,252.85,False,,38.39,72600PE,313.65,282.28499999999997,True,2024-03-26 10:29:00,320.0,224.0,258.1,False,,20.66,59.05
2024-04-03,Wednesday,FALSE,09:30:00,280.0,73700CE,292.6,263.34000000000003,False,,,,,,,0.0,73500PE,276.85,249.16500000000002,True,2024-04-03 09:42:00,281.5,111.2,150.05,False,,96.0,96.0
2024-04-09,Tuesday,FALSE,09:30:00,280.0,75000CE,317.25,285.52500000000003,True,2024-04-09 12:31:00,305.15,186.0,209.0,False,,72.96,74700PE,299.55,269.595,True,2024-04-09 09:43:00,375.7,192.65,306.15,True,2024-04-09 14:07:00,-70.77,2.1899999999999977
2024-04-16,Tuesday,FALSE,09:30:00,280.0,73300CE,295.8,266.22,True,2024-04-16 10:22:00,290.2,161.25,250.0,False,,12.89,72800PE,302.8,272.52000000000004,True,2024-04-16 09:34:00,430.1,239.85,292.0,True,2024-04-16 12:42:00,-71.54,-58.650000000000006
2024-04-24,Wednesday,FALSE,09:30:00,280.0,73900CE,324.15,291.735,True,2024-04-24 14:33:00,343.35,265.45,335.4,False,,-47.31,73900PE,336.4,302.76,True,2024-04-24 09:47:00,341.7,236.9,290.1,False,,8.88,-38.43
2024-04-30,Tuesday,FALSE,09:30:00,280.0,74900CE,323.2,290.88,True,2024-04-30 14:51:00,332.3,180.55,199.55,False,,87.69,74700PE,340.6,306.54,True,2024-04-30 09:49:00,443.15,227.5,401.15,True,2024-04-30 15:00:00,-80.47,7.219999999999999
2024-05-08,Wednesday,FALSE,09:30:00,280.0,73600CE,297.6,267.84000000000003,True,2024-05-08 10:21:00,508.75,203.4,343.7,True,2024-05-08 11:46:00,-70.31,73000PE,296.9,267.21,True,2024-05-08 09:32:00,340.0,105.5,128.0,True,2024-05-08 10:32:00,-70.14,-140.45
2024-05-15,Wednesday,FALSE,09:30:00,280.0,73400CE,316.0,284.40000000000003,True,2024-05-15 09:59:00,287.1,177.45,216.7,False,,64.15,73100PE,318.0,286.2,True,2024-05-15 09:44:00,530.95,263.7,337.0,True,2024-05-15 10:00:00,-75.13,-10.97999999999999
2024-05-22,Wednesday,FALSE,09:30:00,280.0,74400CE,291.25,262.125,True,2024-05-22 09:43:00,318.9,208.0,286.0,False,,-27.15,73900PE,292.2,262.98,True,2024-05-22 10:53:00,327.45,177.45,187.0,False,,72.69,45.54
2024-05-29,Wednesday,FALSE,09:30:00,280.0,75300CE,294.55,265.095,True,2024-05-29 09:48:00,308.1,163.2,180.0,False,,81.78,74800PE,293.9,264.51,False,,,,,,,0.0,81.78
2024-06-05,Wednesday,FALSE,09:30:00,280.0,74300CE,303.65,273.28499999999997,True,2024-06-05 09:34:00,824.05,103.35,615.15,True,2024-06-05 11:11:00,-71.74,70500PE,310.5,279.45,True,2024-06-05 10:02:00,283.35,36.95,44.05,False,,231.91,160.17000000000002
2024-06-12,Wednesday,FALSE,09:30:00,300.0,76900CE,338.75,304.875,True,2024-06-12 13:51:00,366.95,279.45,312.15,False,,-11.09,76500PE,330.0,297.0,True,2024-06-12 09:40:00,336.0,210.35,336.0,False,,-42.71,-53.8
2024-06-19,Wednesday,FALSE,09:30:00,300.0,77300CE,347.95,313.155,True,2024-06-19 10:24:00,735.15,229.0,325.0,True,2024-06-19 11:47:00,-82.2,77300PE,342.9,308.61,True,2024-06-19 09:31:00,566.5,214.75,392.5,True,2024-06-19 10:14:00,-81.01,-163.21
2024-06-26,Wednesday,FALSE,09:30:00,300.0,78000CE,323.75,291.375,False,,,,,,,0.0,77700PE,322.35,290.115,True,2024-06-26 09:33:00,321.3,107.45,116.4,False,,170.09,170.09
2024-07-03,Wednesday,FALSE,09:30:00,300.0,79900CE,320.95,288.855,True,2024-07-03 11:27:00,388.35,304.0,374.05,True,2024-07-03 12:27:00,-75.82,79600PE,308.1,277.29,True,2024-07-03 09:44:00,308.35,221.4,232.0,False,,41.82,-33.99999999999999
2024-07-10,Wednesday,FALSE,09:30:00,320.0,80300CE,320.5,288.45,True,2024-07-10 09:45:00,310.0,121.0,188.35,False,,96.49,80200PE,328.9,296.01,False,,,,,,,0.0,96.49
2024-07-16,Tuesday,FALSE,09:30:00,320.0,80900CE,350.2,315.18,True,2024-07-16 13:39:00,344.0,269.4,293.55,False,,17.69,80600PE,340.0,306.0,True,2024-07-16 10:28:00,335.2,255.5,292.0,False,,10.18,27.87
2024-07-24,Wednesday,FALSE,09:30:00,320.0,80500CE,313.1,281.79,True,2024-07-24 09:39:00,381.8,155.75,198.2,True,2024-07-24 10:17:00,-73.97,80200PE,329.75,296.77500000000003,True,2024-07-24 09:33:00,698.6,248.6,319.2,True,2024-07-24 09:39:00,-77.9,-151.87
2024-07-31,Wednesday,FALSE,09:30:00,320.0,81700CE,327.95,295.155,True,2024-07-31 09:31:00,434.95,276.0,413.15,True,2024-07-31 09:58:00,-77.48,81500PE,322.6,290.34000000000003,True,2024-07-31 10:09:00,349.4,254.55,265.0,False,,21.71,-55.77
2024-08-07,Wednesday,FALSE,09:30:00,300.0,79900CE,327.8,295.02000000000004,True,2024-08-07 09:32:00,381.85,180.0,292.15,True,2024-08-07 10:36:00,-77.44,79100PE,327.15,294.435,True,2024-08-07 10:30:00,452.85,225.3,250.5,True,2024-08-07 11:03:00,-77.29,-154.73000000000002
2024-08-13,Tuesday,FALSE,09:30:00,300.0,79900CE,315.0,283.5,True,2024-08-13 10:22:00,299.6,120.95,146.75,False,,133.21,79200PE,303.85,273.46500000000003,True,2024-08-13 09:42:00,561.25,244.6,516.05,True,2024-08-13 12:34:00,-71.78,61.43000000000001
2024-08-21,Wednesday,FALSE,09:30:00,320.0,80700CE,339.5,305.55,False,,,,,,,0.0,80700PE,344.15,309.735,True,2024-08-21 09:35:00,353.45,203.65,214.85,False,,91.01,91.01
2024-08-28,Wednesday,FALSE,09:30:00,320.0,81600CE,383.45,345.105,False,,,,,,,0.0,81800PE,360.85,324.76500000000004,True,2024-08-28 09:46:00,345.6,208.3,290.05,False,,30.66,30.66
2024-09-04,Wednesday,FALSE,09:30:00,320.0,82000CE,365.65,329.085,False,,,,,,,0.0,82100PE,377.4,339.65999999999997,True,2024-09-04 10:09:00,384.0,226.7,245.65,False,,89.76,89.76
