Date,Day,Expiry.Day,Strike.Time,Target,CE.Strike,CE.Open,CE.Entry,Entry.Flag,Entry.Time,CE.High,CE.Low,CE.Exit,CE.SL.Flag,CE.SL.Time,CE.PNL,PE.Strike,PE.Open,PE.Entry,PE.Entry.Flag,PE.Entry.Time,PE.High,PE.Low,PE.Exit,PE.SL.Flag,PE.SL.Time,PE.PNL,Total PNL
2024-01-01,Monday,FALSE,09:44:00,280.0,72600CE,285.65,257.085,True,2024-01-01 15:22:00,265.85,248.5,253.4,False,,0.47,71800PE,281.6,253.44000000000003,True,2024-01-01 09:53:00,287.35,139.55,261.35,False,,-11.08,-10.61
2024-01-08,Monday,FALSE,09:44:00,280.0,72200CE,290.2,261.18,True,2024-01-08 09:49:00,383.65,116.15,121.9,True,2024-01-08 10:14:00,-55.5,71700PE,303.9,273.51,True,2024-01-08 09:57:00,625.0,210.8,588.3,True,2024-01-08 10:56:00,-58.12,-113.62
2024-01-15,Monday,FALSE,09:44:00,280.0,73600CE,305.0,274.5,True,2024-01-15 09:49:00,360.7,222.3,339.4,True,2024-01-15 14:54:00,-58.33,72700PE,305.65,275.085,True,2024-01-15 13:03:00,309.35,213.4,216.4,False,,55.25,-3.0799999999999983
2024-01-29,Monday,FALSE,09:44:00,280.0,72600CE,291.35,262.21500000000003,False,,,,,,,0.0,70200PE,297.25,267.52500000000003,True,2024-01-29 09:58:00,264.15,150.0,151.4,False,,112.78,112.78
2024-02-05,Monday,FALSE,09:44:00,280.0,73100CE,299.45,269.505,True,2024-02-05 10:17:00,316.3,141.2,148.25,False,,117.89,71100PE,296.2,266.58,True,2024-02-05 09:50:00,425.4,199.7,356.95,True,2024-02-05 10:20:00,-56.65,61.24
2024-02-12,Monday,FALSE,09:44:00,280.0,72300CE,296.8,267.12,True,2024-02-12 09:55:00,265.65,165.55,177.95,False,,85.83,70800PE,311.55,280.39500000000004,True,2024-02-12 11:16:00,529.0,280.0,383.05,True,2024-02-12 11:51:00,-59.58,26.25
2024-02-19,Monday,FALSE,09:44:00,280.0,73000CE,317.2,285.48,True,2024-02-19 09:51:00,514.3,273.35,381.6,True,2024-02-19 10:23:00,-60.66,71800PE,313.95,282.555,True,2024-02-19 10:23:00,292.45,197.4,239.4,False,,39.62,-21.04
2024-02-26,Monday,FALSE,09:44:00,280.0,73900CE,292.3,263.07,True,2024-02-26 09:50:00,261.55,184.5,192.3,False,,67.48,72400PE,284.6,256.14000000000004,False,,,,,,,0.0,67.48
2024-03-11,Monday,FALSE,09:44:00,280.0,74500CE,298.75,268.875,True,2024-03-11 10:00:00,283.45,144.05,147.4,False,,118.11,73600PE,313.45,282.105,False,,,,,,,0.0,118.11
2024-03-18,Monday,FALSE,09:44:00,280.0,73200CE,292.55,263.295,True,2024-03-18 11:13:00,440.65,228.5,299.65,True,2024-03-18 12:03:00,-55.95,71900PE,298.75,268.875,True,2024-03-18 09:55:00,308.4,132.3,166.9,False,,98.61,42.66
